Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-04-29,06:52:00,CNR9543461,Cancelled by Customer,624610,Bike,Area 31,Area 44,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-26,21:41:00,CNR5223058,Success,886990,Prime Sedan,Area 2,Area 34,2.15,4.04,0,,0,,0,,693.5,7.3,4.1,4.9
2025-04-24,07:17:00,CNR9718853,Success,261037,Mini,Area 34,Area 37,5.03,6.97,0,,0,,0,,193.99,19.05,3.5,3.7
2025-04-09,06:42:00,CNR9554545,Success,622778,Bike,Area 15,Area 3,8.97,4.43,0,,0,,0,,295.99,22.23,3.4,3.4
2025-04-25,09:47:00,CNR2584056,Cancelled by Driver,990580,Mini,Area 33,Area 27,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-27,19:53:00,CNR8345207,Success,301996,Mini,Area 1,Area 40,9.78,10.62,0,,0,,0,,592.2,20.86,4.4,3.2
2025-04-12,21:51:00,CNR8993443,Success,544082,Prime Plus,Area 3,Area 9,4.16,3.42,0,,0,,0,,1195.41,14.15,4.8,4.3
2025-04-05,10:07:00,CNR8598692,Success,853656,eBike,Area 5,Area 50,3.41,3.48,0,,0,,0,,998.73,5.02,3.1,3.7
2025-04-11,18:41:00,CNR4924667,Incomplete,680583,Prime Plus,Area 12,Area 8,,,0,,0,,1,Other Issue,,,,
2025-04-15,08:41:00,CNR2316999,Other,608960,eBike,Area 20,Area 3,,,0,,0,,0,,,,,
2025-04-16,11:31:00,CNR0644393,Cancelled by Customer,595183,Bike,Area 6,Area 19,,,1,Wrong Address,0,,0,,,,,
2025-04-10,08:59:00,CNR3074352,Success,389830,Prime Sedan,Area 33,Area 15,7.77,3.82,0,,0,,0,,107.55,4.24,4.6,3.3
2025-04-29,20:59:00,CNR7733674,Success,445196,Mini,Area 23,Area 13,6.74,10.25,0,,0,,0,,308.4,9.78,3,4.3
2025-04-05,06:55:00,CNR8109777,Cancelled by Customer,542756,Prime Sedan,Area 36,Area 24,,,1,Change of plans,0,,0,,,,,
2025-04-06,22:39:00,CNR4618508,Success,708170,eBike,Area 8,Area 25,3.29,9.93,0,,0,,0,,695.21,16.45,4.6,4.3
2025-04-30,09:20:00,CNR2372402,Incomplete,230388,Bike,Area 23,Area 50,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-24,02:18:00,CNR6915799,Success,409789,Mini,Area 6,Area 45,5.78,8.74,0,,0,,0,,394.13,12.76,4.4,3.5
2025-04-08,16:42:00,CNR0352219,Success,317695,Auto,Area 2,Area 40,9.36,10.42,0,,0,,0,,106.43,7.82,4.9,3.2
2025-04-19,00:03:00,CNR8735836,Cancelled by Customer,677731,Auto,Area 12,Area 37,,,1,Change of plans,0,,0,,,,,
2025-04-19,15:17:00,CNR9101865,Cancelled by Driver,250230,Mini,Area 3,Area 16,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-17,11:28:00,CNR6618901,Success,702605,Bike,Area 12,Area 44,8.69,10,0,,0,,0,,393.38,17.28,4,4.3
2025-04-16,21:23:00,CNR0242469,Incomplete,443616,Bike,Area 9,Area 23,,,0,,0,,1,Customer Demand,,,,
2025-04-03,00:31:00,CNR8173552,Cancelled by Driver,954244,Bike,Area 13,Area 13,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-13,00:30:00,CNR4096140,Success,845881,Auto,Area 39,Area 28,9.26,9.89,0,,0,,0,,992.71,21.79,4.6,4.1
2025-04-24,07:21:00,CNR9185387,Incomplete,879594,Prime Sedan,Area 5,Area 17,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-11,22:23:00,CNR3097361,Other,184039,Mini,Area 45,Area 15,,,0,,0,,0,,,,,
2025-04-05,04:22:00,CNR5380925,Success,995021,eBike,Area 44,Area 46,9.91,3.44,0,,0,,0,,699.71,7.99,4.5,3.8
2025-04-19,14:16:00,CNR6932274,Success,183588,Bike,Area 27,Area 5,6.67,7.03,0,,0,,0,,599.39,10.44,3.1,4.2
2025-04-10,10:27:00,CNR2238119,Success,718881,Mini,Area 34,Area 45,5.76,9.29,0,,0,,0,,493.21,5.45,3.7,3.7
2025-04-10,21:25:00,CNR6466983,Success,253377,eBike,Area 25,Area 27,3.45,11.36,0,,0,,0,,403.89,15.83,3.6,3
2025-04-10,00:51:00,CNR6214551,Incomplete,271837,Auto,Area 44,Area 5,,,0,,0,,1,Customer Demand,,,,
2025-04-06,07:46:00,CNR4289030,Success,735099,Prime Sedan,Area 43,Area 2,6.08,8.76,0,,0,,0,,591.4,8.14,3.6,4.3
2025-04-02,10:18:00,CNR0463181,Success,367585,Prime Sedan,Area 23,Area 13,3.28,6.96,0,,0,,0,,597.81,10.76,4,4.3
2025-04-14,08:09:00,CNR2566162,Success,863981,Prime SUV,Area 32,Area 35,3.89,11.95,0,,0,,0,,103.86,3.85,3.6,4.7
2025-04-08,19:51:00,CNR3938722,Success,223214,Prime Sedan,Area 16,Area 20,7.91,6.83,0,,0,,0,,90.27,12.39,4.2,4.5
2025-04-21,14:19:00,CNR0434781,Success,523574,Mini,Area 25,Area 24,2.01,6.7,0,,0,,0,,201.56,11.82,3.7,3.7
2025-04-05,10:25:00,CNR2174992,Other,467442,Prime SUV,Area 21,Area 33,,,0,,0,,0,,,,,
2025-04-21,12:46:00,CNR8831407,Cancelled by Driver,183191,eBike,Area 38,Area 10,,,0,,1,Customer related issue,0,,,,,
2025-04-24,21:34:00,CNR0360757,Success,287454,Prime Sedan,Area 41,Area 31,8.31,5.03,0,,0,,0,,405.54,2.59,3.4,4.2
2025-04-19,17:05:00,CNR4304667,Success,151015,Bike,Area 5,Area 32,3.99,11.7,0,,0,,0,,1200.89,11.83,3.8,4.5
2025-04-08,16:52:00,CNR2400230,Success,703220,Prime SUV,Area 21,Area 14,3.12,9.2,0,,0,,0,,193.74,13.78,4.1,3.6
2025-04-14,09:22:00,CNR8731930,Success,623884,eBike,Area 23,Area 39,4.14,6.91,0,,0,,0,,192.96,15.8,4.7,3.6
2025-04-03,01:26:00,CNR3164006,Success,135928,Bike,Area 26,Area 33,7.09,5.98,0,,0,,0,,100.55,18.86,4,4.2
2025-04-13,14:34:00,CNR8075385,Cancelled by Driver,980610,Prime Sedan,Area 43,Area 26,,,0,,1,More than permitted people in there,0,,,,,
2025-04-27,04:26:00,CNR2765057,Other,915537,Bike,Area 20,Area 1,,,0,,0,,0,,,,,
2025-04-26,17:08:00,CNR2275775,Success,576295,Prime SUV,Area 49,Area 23,2.44,7.42,0,,0,,0,,707.54,7.93,4.3,3.7
2025-04-25,07:38:00,CNR8963466,Success,631822,Prime Sedan,Area 36,Area 25,6.03,4.28,0,,0,,0,,801.09,15.25,4.9,3.8
2025-04-20,22:48:00,CNR3010454,Success,214332,Bike,Area 46,Area 24,7.84,5.58,0,,0,,0,,1195.53,21.81,3.8,4.2
2025-04-24,22:48:00,CNR8761029,Other,102472,Auto,Area 38,Area 35,,,0,,0,,0,,,,,
2025-04-21,18:31:00,CNR8414095,Cancelled by Customer,255718,Auto,Area 6,Area 23,,,1,Wrong Address,0,,0,,,,,
2025-04-28,16:10:00,CNR3237248,Success,668849,Prime Plus,Area 42,Area 2,7.38,7.7,0,,0,,0,,1195.24,11.54,4.4,3.5
2025-04-30,02:58:00,CNR6482881,Cancelled by Driver,622361,eBike,Area 17,Area 18,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-30,02:31:00,CNR4801943,Success,959800,Prime Sedan,Area 46,Area 34,3.28,3.43,0,,0,,0,,1199.41,8.14,4.1,4.7
2025-04-16,20:00:00,CNR0759071,Success,122616,Bike,Area 50,Area 17,5.38,5,0,,0,,0,,391.35,1.17,4.8,3.2
2025-04-04,04:41:00,CNR8721246,Success,381232,eBike,Area 33,Area 1,7.08,10.99,0,,0,,0,,804.53,22.59,4.5,3.4
2025-04-16,12:12:00,CNR8864681,Cancelled by Customer,106896,Mini,Area 32,Area 20,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-03,12:33:00,CNR2403324,Cancelled by Driver,701968,Bike,Area 35,Area 43,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-30,00:13:00,CNR7654634,Success,445146,Mini,Area 36,Area 8,8.25,10.09,0,,0,,0,,90.89,21.06,4.2,3.8
2025-04-24,06:58:00,CNR3659677,Success,774030,Prime Sedan,Area 12,Area 49,8.02,11.46,0,,0,,0,,209.31,2,3.1,3.4
2025-04-15,09:15:00,CNR2355604,Success,400103,Prime Sedan,Area 23,Area 13,5.12,4.1,0,,0,,0,,291.62,1.34,4,3.1
2025-04-17,01:23:00,CNR3326993,Incomplete,722582,Mini,Area 45,Area 13,,,0,,0,,1,Customer Demand,,,,
2025-04-03,18:02:00,CNR3067237,Success,186379,Auto,Area 6,Area 7,7.37,7.73,0,,0,,0,,102.71,12.95,3.6,4.4
2025-04-09,15:32:00,CNR5636223,Success,230565,Bike,Area 1,Area 14,4.52,8.74,0,,0,,0,,405.75,7.09,3.2,4.6
2025-04-27,02:06:00,CNR8146471,Success,849220,Auto,Area 1,Area 14,3.3,4.94,0,,0,,0,,997.41,3.69,5,4.9
2025-04-17,22:28:00,CNR0575615,Success,189627,eBike,Area 7,Area 2,6.98,11.46,0,,0,,0,,500.25,20.17,4.4,3.7
2025-04-10,21:47:00,CNR0576434,Success,805758,eBike,Area 25,Area 29,4.67,9.3,0,,0,,0,,792,21.9,3.4,3.9
2025-04-16,04:42:00,CNR8531419,Cancelled by Driver,628858,Prime SUV,Area 17,Area 3,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-27,16:54:00,CNR1103915,Success,205505,Prime Sedan,Area 36,Area 29,5.82,10.44,0,,0,,0,,605.08,13.14,4.9,3.8
2025-04-17,08:35:00,CNR7300035,Success,983871,Prime Sedan,Area 3,Area 43,2.61,9.7,0,,0,,0,,492.96,21.68,4.1,4.9
2025-04-20,12:35:00,CNR3451793,Cancelled by Driver,568389,Bike,Area 34,Area 29,,,0,,1,More than permitted people in there,0,,,,,
2025-04-24,12:18:00,CNR2493617,Incomplete,236673,eBike,Area 46,Area 50,,,0,,0,,1,Customer Demand,,,,
2025-04-13,21:29:00,CNR6669447,Other,807228,Prime Sedan,Area 50,Area 43,,,0,,0,,0,,,,,
2025-04-25,18:28:00,CNR8472520,Other,792812,Bike,Area 46,Area 31,,,0,,0,,0,,,,,
2025-04-03,17:25:00,CNR7523741,Success,323770,Prime SUV,Area 2,Area 46,7.77,4.3,0,,0,,0,,196.27,2.55,5,4.9
2025-04-07,18:24:00,CNR6469752,Cancelled by Customer,137964,eBike,Area 6,Area 19,,,1,Change of plans,0,,0,,,,,
2025-04-10,23:38:00,CNR7286953,Success,612799,eBike,Area 11,Area 12,4.68,7.71,0,,0,,0,,495.45,14,4.2,3.7
2025-04-04,03:11:00,CNR1105299,Cancelled by Driver,792027,Prime SUV,Area 44,Area 43,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-24,03:17:00,CNR6374088,Success,183013,Prime Sedan,Area 23,Area 41,5.22,10.66,0,,0,,0,,404.7,8.41,4.4,3.5
2025-04-01,19:27:00,CNR6323786,Other,974420,Prime SUV,Area 45,Area 8,,,0,,0,,0,,,,,
2025-04-14,02:43:00,CNR7185561,Incomplete,782473,Prime Sedan,Area 50,Area 13,,,0,,0,,1,Customer Demand,,,,
2025-04-20,04:21:00,CNR2767060,Success,609464,Bike,Area 37,Area 42,3.54,7.44,0,,0,,0,,994.98,14.01,3.6,4.7
2025-04-28,00:41:00,CNR2396403,Other,838624,Auto,Area 2,Area 37,,,0,,0,,0,,,,,
2025-04-03,19:54:00,CNR6872373,Cancelled by Driver,812535,Prime SUV,Area 28,Area 25,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-21,17:59:00,CNR1084334,Success,106374,eBike,Area 43,Area 4,9.26,11.17,0,,0,,0,,209.51,1.13,4.2,3.5
2025-04-29,13:43:00,CNR9690263,Success,900157,Auto,Area 29,Area 46,5.76,4.25,0,,0,,0,,105.51,13.21,3.1,4.7
2025-04-01,20:10:00,CNR5848887,Other,215776,Prime Sedan,Area 41,Area 34,,,0,,0,,0,,,,,
2025-04-05,04:26:00,CNR4575800,Cancelled by Customer,656161,Prime Sedan,Area 33,Area 41,,,1,Wrong Address,0,,0,,,,,
2025-04-12,12:51:00,CNR3794010,Incomplete,191192,eBike,Area 4,Area 20,,,0,,0,,1,Other Issue,,,,
2025-04-27,01:00:00,CNR0199450,Success,631590,Bike,Area 1,Area 46,3.2,9.34,0,,0,,0,,697.73,6.83,4.1,4.2
2025-04-22,17:34:00,CNR4965494,Incomplete,444974,eBike,Area 40,Area 50,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-30,18:00:00,CNR2968269,Success,107284,Prime Plus,Area 18,Area 39,7.76,10.12,0,,0,,0,,199.62,21.08,4.3,3.3
2025-04-03,17:51:00,CNR7358188,Success,550904,Prime SUV,Area 44,Area 20,5.71,3.03,0,,0,,0,,190.28,14.76,4,3.9
2025-04-14,04:39:00,CNR9870639,Success,920743,Bike,Area 31,Area 42,4.05,10.42,0,,0,,0,,204.46,11.02,3.5,3.9
2025-04-01,17:13:00,CNR6301420,Incomplete,335202,Bike,Area 15,Area 38,,,0,,0,,1,Other Issue,,,,
2025-04-05,12:11:00,CNR4600689,Incomplete,801668,eBike,Area 48,Area 37,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-20,01:45:00,CNR5326532,Success,120366,Prime SUV,Area 7,Area 6,6.35,9.85,0,,0,,0,,598.07,7.21,3.7,3.5
2025-04-07,08:02:00,CNR5485572,Success,610877,Mini,Area 14,Area 47,9.85,4.69,0,,0,,0,,194.2,1.14,3.9,4.5
2025-04-23,10:30:00,CNR2840365,Success,291813,Prime Plus,Area 41,Area 4,5.25,3.38,0,,0,,0,,101.4,2.26,4.6,4.8
2025-04-14,04:17:00,CNR6349138,Success,580103,Bike,Area 9,Area 12,4.19,10.87,0,,0,,0,,100.3,24.57,4.9,3.2
2025-04-01,15:54:00,CNR3725568,Cancelled by Customer,550558,Prime Plus,Area 39,Area 28,,,1,Wrong Address,0,,0,,,,,
2025-04-05,03:37:00,CNR7118893,Success,623357,Prime SUV,Area 1,Area 22,8,10.69,0,,0,,0,,995.04,3.1,4.8,4
2025-04-19,15:46:00,CNR0994516,Cancelled by Customer,436824,Prime SUV,Area 49,Area 13,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-14,16:48:00,CNR2049303,Success,528504,Prime SUV,Area 50,Area 10,7.16,11.56,0,,0,,0,,1204.7,4.69,3.9,3.4
2025-04-03,08:56:00,CNR4353424,Success,874749,Mini,Area 47,Area 2,6.55,3.65,0,,0,,0,,93.4,18.64,3.6,3.3
2025-04-30,19:03:00,CNR9646499,Cancelled by Driver,340950,eBike,Area 7,Area 40,,,0,,1,Customer related issue,0,,,,,
2025-04-19,19:05:00,CNR5362612,Success,633252,Mini,Area 46,Area 31,8.17,11.88,0,,0,,0,,608.98,13.11,3.4,4.1
2025-04-01,13:22:00,CNR8623326,Success,445689,eBike,Area 35,Area 44,7.48,9.75,0,,0,,0,,209.24,9.32,4.9,4.6
2025-04-22,03:52:00,CNR6450410,Success,479136,Bike,Area 21,Area 24,7.53,8.81,0,,0,,0,,92.01,17.78,3.3,4.8
2025-04-02,21:11:00,CNR7524022,Cancelled by Customer,740852,Prime SUV,Area 26,Area 19,,,1,AC is not working,0,,0,,,,,
2025-04-11,00:50:00,CNR3252132,Success,674374,Prime Plus,Area 25,Area 36,7.98,3.48,0,,0,,0,,95.3,22.6,3.8,3.4
2025-04-01,06:06:00,CNR0427287,Success,617773,eBike,Area 5,Area 17,6.68,10.86,0,,0,,0,,398.53,24.44,4.4,4.5
2025-04-16,20:49:00,CNR4494866,Success,311963,Mini,Area 6,Area 39,2.12,7.36,0,,0,,0,,103.57,23.3,4.2,4.9
2025-04-28,22:05:00,CNR9398437,Success,786922,Mini,Area 48,Area 10,3.71,3.08,0,,0,,0,,594.09,20.4,4.6,3.1
2025-04-26,18:37:00,CNR7373639,Success,970923,eBike,Area 41,Area 48,7.08,9.61,0,,0,,0,,1204.29,24.24,4.1,3.6
2025-04-28,07:18:00,CNR6722607,Success,679354,Prime Plus,Area 37,Area 23,7.56,6.7,0,,0,,0,,200.31,11.49,3.7,4.6
2025-04-02,03:16:00,CNR1120247,Success,267915,Prime Plus,Area 38,Area 20,7.65,9.69,0,,0,,0,,308.15,11.53,3.9,4.7
2025-04-30,06:09:00,CNR7223086,Success,835278,Prime SUV,Area 44,Area 36,9.02,11.06,0,,0,,0,,393.23,8.77,4.2,3.9
2025-04-18,07:46:00,CNR5316609,Success,834161,Auto,Area 45,Area 3,5.87,8.92,0,,0,,0,,100.57,19.98,4.5,4.5
2025-04-09,07:29:00,CNR8687582,Success,284177,Prime Plus,Area 19,Area 39,4.05,9.2,0,,0,,0,,95.83,17.38,4.2,4.5
2025-04-28,19:43:00,CNR6270368,Success,925714,Prime Sedan,Area 31,Area 44,6.17,3.92,0,,0,,0,,597.88,22.29,3.4,3.6
2025-04-09,07:35:00,CNR7839767,Cancelled by Driver,998965,Prime SUV,Area 15,Area 39,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-25,14:52:00,CNR3047787,Success,919672,Auto,Area 28,Area 49,2.99,4.14,0,,0,,0,,203.52,8.31,4.5,4.7
2025-04-30,05:38:00,CNR1921149,Other,261024,Prime Plus,Area 17,Area 38,,,0,,0,,0,,,,,
2025-04-11,23:21:00,CNR8348264,Success,905731,eBike,Area 44,Area 9,2.33,4.65,0,,0,,0,,190.66,5.99,3.1,4.4
2025-04-08,02:08:00,CNR3621093,Other,841730,Prime Sedan,Area 23,Area 16,,,0,,0,,0,,,,,
2025-04-23,20:12:00,CNR3595461,Incomplete,912769,Mini,Area 10,Area 13,,,0,,0,,1,Other Issue,,,,
2025-04-08,02:22:00,CNR1383347,Success,928591,Prime Plus,Area 43,Area 35,3.34,5.16,0,,0,,0,,293.12,8.42,3.1,3.7
2025-04-17,22:00:00,CNR7380856,Incomplete,513259,Mini,Area 24,Area 22,,,0,,0,,1,Other Issue,,,,
2025-04-26,06:44:00,CNR4239606,Success,716263,Mini,Area 27,Area 1,8.72,4.6,0,,0,,0,,1208.06,20.15,3.8,3.9
2025-04-21,23:34:00,CNR0370811,Success,488929,Prime Plus,Area 6,Area 20,3.56,11.78,0,,0,,0,,601.96,15.61,4.2,3
2025-04-27,19:18:00,CNR5483578,Cancelled by Driver,222266,Auto,Area 21,Area 48,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-11,20:49:00,CNR8525795,Incomplete,713854,Bike,Area 40,Area 49,,,0,,0,,1,Customer Demand,,,,
2025-04-27,08:04:00,CNR7574468,Success,756168,Bike,Area 14,Area 43,4.94,6.24,0,,0,,0,,1001.26,1.59,3.7,3.6
2025-04-02,09:03:00,CNR7280825,Cancelled by Driver,727284,Auto,Area 16,Area 1,,,0,,1,Customer related issue,0,,,,,
2025-04-16,04:48:00,CNR7928422,Success,680097,Prime Plus,Area 1,Area 6,3.65,11.13,0,,0,,0,,402.19,22.65,4.3,4.1
2025-04-01,18:54:00,CNR1820851,Success,648180,eBike,Area 44,Area 45,3.9,5.18,0,,0,,0,,290.73,4.42,4.3,3.4
2025-04-03,09:56:00,CNR3652015,Cancelled by Driver,981534,Bike,Area 12,Area 40,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-30,17:53:00,CNR7263415,Success,439470,eBike,Area 30,Area 18,9.86,5.09,0,,0,,0,,206.12,12.29,4.7,4.1
2025-04-02,08:22:00,CNR4910829,Success,542154,Mini,Area 10,Area 29,2.88,10.92,0,,0,,0,,202.61,21.32,3.5,3.3
2025-04-23,04:38:00,CNR6307680,Cancelled by Driver,643874,Mini,Area 28,Area 44,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-11,07:04:00,CNR4970521,Success,438810,Prime SUV,Area 43,Area 34,5.73,4.19,0,,0,,0,,596.31,19.64,3.2,4.7
2025-04-13,17:23:00,CNR0231219,Incomplete,720520,Auto,Area 40,Area 26,,,0,,0,,1,Other Issue,,,,
2025-04-07,20:01:00,CNR8134808,Other,766580,Prime SUV,Area 44,Area 5,,,0,,0,,0,,,,,
2025-04-21,06:53:00,CNR8287746,Success,879524,Bike,Area 20,Area 29,6.85,7.17,0,,0,,0,,208.05,21.16,4.9,3.9
2025-04-25,10:56:00,CNR9662630,Cancelled by Driver,101184,Prime Plus,Area 1,Area 22,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-08,05:25:00,CNR3391970,Cancelled by Customer,987373,Prime Plus,Area 45,Area 10,,,1,Change of plans,0,,0,,,,,
2025-04-14,07:09:00,CNR3328948,Cancelled by Driver,135623,Prime Plus,Area 22,Area 26,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-17,09:12:00,CNR6736430,Cancelled by Driver,753121,Mini,Area 33,Area 18,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-18,03:31:00,CNR5937536,Cancelled by Driver,401987,Bike,Area 26,Area 46,,,0,,1,Customer related issue,0,,,,,
2025-04-05,10:48:00,CNR1023429,Success,474008,Mini,Area 16,Area 48,9,5.63,0,,0,,0,,596.71,13.84,3.1,4.2
2025-04-22,03:20:00,CNR3739493,Success,329179,Bike,Area 3,Area 14,8.03,8.9,0,,0,,0,,407.07,14.94,3.9,3.7
2025-04-08,08:23:00,CNR2525729,Success,807862,Prime SUV,Area 36,Area 39,3.25,10.46,0,,0,,0,,501.91,24.93,3,3.5
2025-04-19,18:30:00,CNR0855849,Success,929165,Prime Sedan,Area 28,Area 6,2.62,10.18,0,,0,,0,,594.54,9.49,3.9,3.7
2025-04-28,15:27:00,CNR1757438,Success,356791,eBike,Area 22,Area 10,9.43,5.53,0,,0,,0,,493.56,18.69,3.7,4.5
2025-04-03,02:05:00,CNR8745522,Success,199394,Prime Plus,Area 6,Area 7,4.12,11,0,,0,,0,,595.63,19.4,4.2,3.2
2025-04-11,19:36:00,CNR3693364,Success,328201,Bike,Area 44,Area 41,8.34,10.74,0,,0,,0,,305.7,12.34,3.2,5
2025-04-14,06:24:00,CNR7464874,Success,953168,Mini,Area 23,Area 37,8.99,5.26,0,,0,,0,,291.5,16.89,4.4,4.3
2025-04-26,02:52:00,CNR0737426,Other,925681,Auto,Area 46,Area 37,,,0,,0,,0,,,,,
2025-04-11,18:25:00,CNR9179638,Success,357364,Prime SUV,Area 34,Area 12,8.79,7.04,0,,0,,0,,498.33,17.28,4.1,3.4
2025-04-30,09:11:00,CNR9190912,Success,983137,Auto,Area 2,Area 47,2.09,9.35,0,,0,,0,,303.92,24.38,3.5,3.5
2025-04-05,21:17:00,CNR8967178,Cancelled by Customer,775912,eBike,Area 11,Area 40,,,1,Change of plans,0,,0,,,,,
2025-04-07,12:55:00,CNR4433302,Success,357798,Auto,Area 42,Area 18,9.13,11.22,0,,0,,0,,109.25,20.94,3.4,4.2
2025-04-05,20:07:00,CNR7476300,Success,344990,Prime Sedan,Area 44,Area 38,9.52,7.63,0,,0,,0,,600.45,18.86,4.6,3.6
2025-04-05,00:43:00,CNR8710678,Cancelled by Driver,541970,Bike,Area 14,Area 48,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-16,10:58:00,CNR2378319,Success,776917,Bike,Area 18,Area 10,9.79,5.92,0,,0,,0,,303.24,7.19,5,4.3
2025-04-06,01:35:00,CNR7414309,Incomplete,170309,Bike,Area 6,Area 25,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-08,06:29:00,CNR6035197,Success,517147,Prime SUV,Area 23,Area 27,3.02,4.08,0,,0,,0,,393.28,8.09,4.6,3.7
2025-04-24,11:44:00,CNR8481505,Success,773600,Prime SUV,Area 50,Area 16,5.13,10.92,0,,0,,0,,1197.77,7.03,4.9,3.5
2025-04-27,03:58:00,CNR7546960,Success,115788,eBike,Area 7,Area 23,2.09,6.33,0,,0,,0,,698.97,13.65,4.9,3.1
2025-04-24,18:11:00,CNR9656040,Success,630778,Prime Sedan,Area 24,Area 25,4.41,5.89,0,,0,,0,,500.64,17.19,4.2,4.9
2025-04-13,23:39:00,CNR2261058,Success,136036,Auto,Area 7,Area 3,9.88,10.92,0,,0,,0,,590.04,19.95,4.4,4.8
2025-04-12,14:28:00,CNR9463536,Success,254290,Auto,Area 15,Area 41,2.6,6.85,0,,0,,0,,606.49,10.48,4.5,4.9
2025-04-11,10:26:00,CNR8602142,Success,662753,Bike,Area 9,Area 48,9.93,8.22,0,,0,,0,,599.55,14.09,3.5,4.1
2025-04-07,08:40:00,CNR2397431,Success,118541,Bike,Area 30,Area 24,5.18,8.59,0,,0,,0,,196.85,16.5,4.7,4.3
2025-04-24,05:16:00,CNR9682637,Success,688280,Bike,Area 6,Area 13,2.44,5.89,0,,0,,0,,206.31,19.68,3.3,4.1
2025-04-13,20:53:00,CNR9264129,Cancelled by Customer,596579,eBike,Area 48,Area 31,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-18,05:37:00,CNR7586553,Success,933981,Bike,Area 12,Area 47,8.86,11.57,0,,0,,0,,1196.58,23.23,4.4,4.4
2025-04-02,00:32:00,CNR8192269,Other,615944,Bike,Area 36,Area 35,,,0,,0,,0,,,,,
2025-04-30,03:40:00,CNR8457278,Success,721637,Bike,Area 2,Area 6,8.32,3.32,0,,0,,0,,294.59,21.66,3.7,4.7
2025-04-16,23:35:00,CNR2025582,Success,497070,eBike,Area 41,Area 46,3.43,7.39,0,,0,,0,,103.11,1.16,3.3,3.5
2025-04-10,03:51:00,CNR3902040,Success,838717,Bike,Area 49,Area 14,4.57,6.3,0,,0,,0,,91.8,7.38,3.7,4.5
2025-04-27,16:55:00,CNR8024644,Success,581704,Auto,Area 39,Area 1,9.08,5.62,0,,0,,0,,694.04,7.57,4.7,3.8
2025-04-04,18:32:00,CNR9724351,Success,619381,Prime SUV,Area 5,Area 22,4.39,3.16,0,,0,,0,,107.04,16.67,4.2,3.4
2025-04-23,20:59:00,CNR6469116,Success,984150,Mini,Area 49,Area 31,5.19,7.6,0,,0,,0,,105.5,13.54,3.4,3.4
2025-04-07,11:59:00,CNR7260225,Incomplete,999368,Mini,Area 33,Area 47,,,0,,0,,1,Other Issue,,,,
2025-04-11,22:03:00,CNR7142070,Success,827857,Auto,Area 15,Area 21,9.66,3.14,0,,0,,0,,593.13,19.42,4.1,4.5
2025-04-18,17:06:00,CNR9646056,Cancelled by Customer,816351,Auto,Area 30,Area 38,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-21,20:19:00,CNR8445095,Success,987301,Bike,Area 30,Area 40,3.95,7.95,0,,0,,0,,292.08,5.49,4.9,3.6
2025-04-18,06:08:00,CNR0364629,Success,671302,Prime SUV,Area 27,Area 9,3.64,5.99,0,,0,,0,,597.57,14.26,3.9,4.6
2025-04-27,08:54:00,CNR9572775,Success,132759,eBike,Area 33,Area 46,8.84,6.91,0,,0,,0,,1199.86,6.57,4.2,4.3
2025-04-05,03:33:00,CNR2051176,Success,851490,Prime SUV,Area 50,Area 18,3.98,11.67,0,,0,,0,,809.38,3.32,4.9,4.7
2025-04-21,02:43:00,CNR3178139,Success,828073,Auto,Area 47,Area 41,4.77,6.17,0,,0,,0,,290.34,5.39,3.9,4.2
2025-04-18,07:15:00,CNR0790341,Incomplete,454894,Prime Plus,Area 10,Area 18,,,0,,0,,1,Other Issue,,,,
